Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,35,259,
gidA CDS,Sant_0001,forward,386,"2,276",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,294","2,920",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,557","3,938",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"3,947","4,765",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,816","5,055",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,115","5,585",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,600","6,133",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,148","7,689",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,740","8,604",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,637","10,019",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,040","10,462",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,746","12,122",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,271","14,103",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,273","15,466",hypothetical protein
pstS CDS,Sant_0015,forward,"15,642","16,682","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,729","17,688",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,688","18,581",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,620","19,396",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,411","20,148",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,492","21,175",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,083","22,517",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,531","23,424","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,660","24,427",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,442","24,925",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"24,922","26,126",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,184","26,957",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,100","29,305",hypothetical protein
proP CDS,Sant_0028,forward,"29,425","30,927",Proline/glycine betaine transporter
