Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,192,422,
gidA CDS,Sant_0001,forward,551,"2,440",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,458","3,078",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,717","4,098",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"4,107","4,925",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,975","5,214",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,272","5,742",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,758","6,291",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,304","7,845",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,932","8,825",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,858","10,240",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,261","10,683",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,977","12,354",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,517","14,349",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,520","15,713",hypothetical protein
pstS CDS,Sant_0015,forward,"15,889","16,929","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,976","17,935",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,935","18,828",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,867","19,643",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,658","20,395",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,739","21,422",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,330","22,764",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,778","23,671","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,907","24,674",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,689","25,171",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"25,168","26,367",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,425","27,198",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,341","29,546",hypothetical protein
proP CDS,Sant_0028,forward,"29,666","31,168",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,394","32,683",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"33,011","34,378",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,380","35,081",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,448","36,458",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,523","37,809",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,859","39,331",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,740","40,426","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,516","43,274",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,380","44,369","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,594","47,577",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,585","47,965",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,962","49,014",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"49,016","50,329",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,371","51,615",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,779","52,684",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,774","53,157","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,294","53,821",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,818","55,089",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,661","57,709",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,724","57,981","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"58,024","58,470","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,484","58,798","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,820","59,896","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,937","61,655",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,769","62,629","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,736","63,143",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,233","64,483",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,517","65,326",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,319","66,089",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"66,091","66,972",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"67,109","67,783",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"68,019","68,582",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,575","69,216",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,235","70,236",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,217","70,882","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,907","72,046",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,058","72,888",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,885","73,622",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,625","74,122",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,115","74,537",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,565","75,371",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,475","78,111",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,540","79,907",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"80,006","81,726",Membrane protein
yidD CDS,Sant_0073,reverse,"81,729","81,986",membrane protein
rnpA CDS,Sant_0074,reverse,"81,950","82,315",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,333","82,476",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,746","82,901",hypothetical protein
dnaA CDS,Sant_0077,forward,"83,122","84,516",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,519","85,619",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,652","86,763",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,782","89,196",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,714","90,557",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,732","91,431",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,428","92,321",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,308","92,928",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,254","94,417",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,082","96,238",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,360","97,687",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"98,053","100,005",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,177","100,508",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,814","101,227",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,333","101,788",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,977","103,245",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,513","104,514",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"105,026","106,019",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,181","106,651",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,889","107,804",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,814","109,883",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"110,041","110,766",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,361","113,286",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,385","114,562",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,540","115,169",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,358","115,975",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,105","116,942",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,124","117,731",hypothetical protein
yibF CDS,Sant_0105,forward,"118,296","118,950",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"119,061","120,717",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,731","122,014",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,195","123,205",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,425","124,351",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,348","125,367",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,706","126,305",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,541","126,897",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"127,104","128,663",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,660","129,053",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"129,090","129,608",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,772","130,371",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,696","131,904",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"131,998","132,660",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,716","133,174",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,307","133,738",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"133,962","135,701",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,783","135,859",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,883","137,227",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,232","137,822",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,921","138,817",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,814","140,055",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,289","141,452",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,433","143,529",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,923","144,366",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,405","144,680",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,724","145,441",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,624","146,037",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"146,044","146,448",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,460","147,278",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,330","148,561",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,574","149,332",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,353","150,135",Flagellar basal body rod protein
