Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,161,387,
gidA CDS,Sant_0001,forward,513,"2,402",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,428","3,060",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,698","4,095",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"4,104","4,922",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,972","5,211",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,269","5,739",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,754","6,293",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,306","7,847",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,898","8,770",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,830","10,212",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,233","10,655",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,961","12,337",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,488","14,329",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,503","15,702",hypothetical protein
pstS CDS,Sant_0015,forward,"15,878","16,918","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,965","17,924",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,924","18,817",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,856","19,632",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,647","20,384",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,728","21,411",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,319","22,753",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,767","23,660","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,896","24,663",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,678","25,160",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"25,157","26,356",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,414","27,187",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,330","29,535",hypothetical protein
proP CDS,Sant_0028,forward,"29,655","31,157",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,383","32,672",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"33,000","34,367",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,369","35,070",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,437","36,447",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,512","37,798",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,848","39,320",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,729","40,415","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,505","43,263",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,369","44,358","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,583","47,566",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,574","47,954",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,951","49,003",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"49,005","50,318",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,360","51,604",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,768","52,673",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,763","53,146","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,283","53,810",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,807","55,078",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,650","57,702",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,717","57,974","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"58,017","58,463","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,477","58,791","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,813","59,889","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,930","61,648",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,762","62,622","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,729","63,136",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,226","64,476",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,510","65,319",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,312","66,082",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"66,084","66,965",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"67,102","67,776",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"68,012","68,575",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,568","69,209",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,228","70,229",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,210","70,876","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,901","72,040",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,052","72,882",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,879","73,616",putative PTS system IIC component
