Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,206,430,
gidA CDS,Sant_0001,forward,557,"2,446",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,464","3,093",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,735","4,115",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"4,124","4,942",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,993","5,232",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,291","5,761",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,776","6,309",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,322","7,869",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,921","8,797",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,830","10,220",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,241","10,663",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,948","12,324",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,473","14,306",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,476","15,674",hypothetical protein
pstS CDS,Sant_0015,forward,"15,851","16,892","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,939","17,898",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,898","18,791",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,830","19,611",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,626","20,373",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,717","21,400",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,308","22,742",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,756","23,649","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,885","24,652",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,667","25,149",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"25,146","26,345",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,403","27,176",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,319","29,524",hypothetical protein
proP CDS,Sant_0028,forward,"29,644","31,146",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,372","32,661",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,989","34,356",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,358","35,059",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,426","36,436",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,501","37,787",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,837","39,319",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,728","40,414","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,504","43,262",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,369","44,358","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,619","47,603",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,611","47,991",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,988","49,041",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"49,043","50,356",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,398","51,643",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,807","52,721",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,816","53,202","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,339","53,868",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,865","55,136",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,708","57,756",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,771","58,028","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"58,071","58,517","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,531","58,845","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,867","59,943","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,984","61,702",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,816","62,680","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,787","63,204",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,295","64,545",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,579","65,388",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,381","66,151",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"66,153","67,034",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"67,171","67,845",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"68,081","68,644",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,637","69,278",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,297","70,298",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,279","70,944","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,969","72,108",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,120","72,950",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,947","73,684",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,687","74,184",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,177","74,599",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,627","75,433",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,537","78,173",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,596","79,960",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"80,059","81,702",Membrane protein
yidD CDS,Sant_0073,reverse,"81,705","81,963",membrane protein
rnpA CDS,Sant_0074,reverse,"81,927","82,286",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,304","82,447",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,711","82,866",hypothetical protein
dnaA CDS,Sant_0077,forward,"83,082","84,479",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,482","85,582",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,609","86,703",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,722","89,136",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,656","90,507",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,682","91,380",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,377","92,276",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,263","92,884",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,211","94,388",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,066","96,217",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,337","97,632",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,998","99,950",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,122","100,452",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,757","101,170",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,275","101,730",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,912","103,179",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,451","104,452",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"104,970","105,965",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,118","106,586",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,823","107,737",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,747","109,816",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"109,972","110,697",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,294","113,227",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,326","114,485",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,461","115,100",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,282","115,899",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,029","116,861",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,043","117,646",hypothetical protein
yibF CDS,Sant_0105,forward,"118,213","118,854",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"118,962","120,566",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,580","121,866",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,047","123,057",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,277","124,203",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,200","125,228",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,567","126,168",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,405","126,784",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"126,991","128,550",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,547","128,939",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"128,976","129,494",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,658","130,259",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,593","131,801",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"131,896","132,559",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,615","133,073",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,206","133,641",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"133,865","135,585",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,667","135,743",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,774","137,121",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,126","137,719",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,818","138,717",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,714","139,963",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,198","141,378",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,359","143,456",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,850","144,293",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,332","144,607",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,651","145,367",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,550","145,963",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"145,970","146,374",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,386","147,204",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,256","148,482",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,495","149,253",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,274","150,056",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"150,120","150,881",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"150,912","152,009",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"152,009","152,959",Flagellar protein
flgK CDS,Sant_0141,forward,"153,068","154,738",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"154,796","155,734",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"155,785","156,573",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,579","156,848",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"156,867","157,664",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"157,667","158,041",Flagellar protein
fliN CDS,Sant_0147,reverse,"158,042","158,446",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"158,439","159,461",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,458","159,946",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"160,079","161,326",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,323","161,772",Flagellar protein
fliI CDS,Sant_0152,reverse,"161,783","163,159",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,131","163,844",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"163,837","164,826",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"164,823","166,532",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"166,775","167,098",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"167,653","167,994",Flagellar protein
fliS CDS,Sant_0158,reverse,"168,007","168,396",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,476","169,921",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,367","171,659",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,231","173,493",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"173,648","174,373",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"174,969","176,576",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"176,776","177,795","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"177,807","178,712",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"178,723","179,703","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"179,700","180,710",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"180,867","181,655",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"181,816","183,105",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"183,487","184,197","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"185,781","189,518",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"189,515","191,053",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"191,050","191,739",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"191,739","192,416",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"192,570","193,577",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"193,593","194,075",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,075","198,004",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"198,024","200,603",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"200,795","202,894",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"202,914","203,714",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"203,705","204,544",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,295","207,313",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"207,546","209,030",M16 peptidase
