Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,1,229,
gidA CDS,Sant_0001,forward,373,"2,262",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,280","2,902",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,540","3,926",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"3,936","4,757",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,812","5,051",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,109","5,579",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,594","6,130",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,143","7,684",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,743","8,606",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,639","10,023",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,044","10,466",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,756","12,132",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,283","14,118",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,297","15,490",hypothetical protein
pstS CDS,Sant_0015,forward,"15,666","16,706","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,753","17,712",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,712","18,605",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,644","19,420",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,435","20,172",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,516","21,199",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,107","22,541",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,555","23,448","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,684","24,451",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,466","24,948",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"24,945","26,144",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,202","26,975",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,118","29,323",hypothetical protein
proP CDS,Sant_0028,forward,"29,443","30,945",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,171","32,460",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,788","34,155",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,157","34,858",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,225","36,235",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,300","37,586",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,636","39,108",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,517","40,203","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,293","43,051",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,157","44,146","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,371","47,354",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,362","47,742",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,739","48,791",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"48,793","50,106",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,148","51,392",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,556","52,461",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,551","52,934","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,071","53,598",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,595","54,866",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,438","57,486",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,501","57,758","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"57,801","58,247","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,261","58,575","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,597","59,673","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,714","61,432",Phosphoenolpyruvate-protein phosphotransferase
