Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,12,236,
gidA CDS,Sant_0001,forward,362,"2,251",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,269","2,892",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,529","3,909",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"3,918","4,736",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,786","5,025",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,083","5,553",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,568","6,101",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,114","7,655",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,706","8,569",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,602","9,984",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,005","10,427",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,713","12,089",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,238","14,070",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,240","15,433",hypothetical protein
pstS CDS,Sant_0015,forward,"15,609","16,649","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,696","17,655",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,655","18,548",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,587","19,363",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,378","20,115",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,459","21,142",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,050","22,484",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,498","23,391","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,627","24,394",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,409","24,891",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"24,888","26,087",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,145","26,918",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,061","29,266",hypothetical protein
proP CDS,Sant_0028,forward,"29,386","30,888",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,114","32,403",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,731","34,098",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,100","34,801",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,168","36,178",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,243","37,529",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,579","39,051",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,460","40,146","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,236","42,994",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,100","44,089","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,314","47,297",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,305","47,685",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,682","48,734",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"48,736","50,049",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,091","51,335",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,499","52,404",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,494","52,877","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,014","53,541",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,538","54,809",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,381","57,429",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,444","57,701","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"57,744","58,190","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,204","58,518","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,540","59,616","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,657","61,375",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,489","62,349","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,456","62,863",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"62,953","64,203",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,237","65,046",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,039","65,809",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"65,811","66,692",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"66,829","67,503",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"67,739","68,302",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,295","68,936",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"68,955","69,956",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"69,937","70,602","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,627","71,766",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"71,778","72,608",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,605","73,342",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,345","73,842",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"73,835","74,257",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,285","75,094",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,204","77,847",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,265","79,629",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"79,729","81,372",Membrane protein
yidD CDS,Sant_0073,reverse,"81,375","81,632",membrane protein
rnpA CDS,Sant_0074,reverse,"81,596","81,955",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"81,973","82,116",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,382","82,538",hypothetical protein
dnaA CDS,Sant_0077,forward,"82,754","84,148",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,151","85,251",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,278","86,372",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,391","88,805",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,327","90,169",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,344","91,042",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,039","91,932",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"91,919","92,539",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"92,865","94,028",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"94,693","95,841",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"95,961","97,256",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,622","99,576",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"99,748","100,080",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,386","100,800",Heat shock protein A
ibpB CDS,Sant_0091,forward,"100,905","101,360",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,542","102,798",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,067","104,068",Putative transmembrane protein
