Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,97,321,
gidA CDS,Sant_0001,forward,449,"2,338",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,356","2,980",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,616","3,996",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"4,005","4,823",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,876","5,115",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,175","5,645",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,660","6,193",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,206","7,748",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,800","8,663",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,696","10,081",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,104","10,529",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,814","12,190",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,341","14,179",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,349","15,542",hypothetical protein
pstS CDS,Sant_0015,forward,"15,718","16,764","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,811","17,770",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,770","18,674",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,713","19,489",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,504","20,241",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,585","21,268",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,176","22,610",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,624","23,517","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,753","24,520",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,535","25,017",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"25,014","26,219",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,277","27,050",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,193","29,398",hypothetical protein
proP CDS,Sant_0028,forward,"29,518","31,020",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,246","32,535",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,863","34,230",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,232","34,933",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,300","36,310",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,375","37,661",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,711","39,185",Mannitol dehydrogenase domain protein
