Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,1,225,
gidA CDS,Sant_0001,forward,353,"2,242",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,260","2,888",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,525","3,913",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"3,922","4,740",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,790","5,029",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,087","5,558",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,573","6,106",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,119","7,660",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,713","8,577",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,610","9,993",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,014","10,436",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,722","12,098",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,251","14,089",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,261","15,472",hypothetical protein
pstS CDS,Sant_0015,forward,"15,649","16,691","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,738","17,702",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,702","18,600",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,639","19,416",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,431","20,169",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,513","21,196",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,104","22,538",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,552","23,445","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,681","24,448",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,463","24,945",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"24,942","26,141",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,199","26,972",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,115","29,320",hypothetical protein
proP CDS,Sant_0028,forward,"29,440","30,942",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,168","32,457",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,785","34,152",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,154","34,855",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,222","36,232",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,297","37,583",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,633","39,105",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,514","40,200","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,290","43,048",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,154","44,143","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,368","47,351",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,359","47,739",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,736","48,788",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"48,790","50,103",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,145","51,389",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,553","52,458",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,548","52,931","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,068","53,595",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,592","54,863",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,435","57,483",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,498","57,755","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"57,798","58,244","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,258","58,572","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,594","59,670","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,711","61,429",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,543","62,403","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,510","62,917",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,007","64,257",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,291","65,100",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,093","65,863",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"65,865","66,746",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"66,883","67,560",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"67,796","68,362",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,355","68,999",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,018","70,019",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,000","70,680","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,705","71,844",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"71,856","72,697",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,694","73,433",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,436","73,933",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"73,926","74,348",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,376","75,182",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,286","77,942",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,361","79,726",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"79,833","81,477",Membrane protein
yidD CDS,Sant_0073,reverse,"81,480","81,740",membrane protein
rnpA CDS,Sant_0074,reverse,"81,704","82,063",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,082","82,225",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,491","82,647",hypothetical protein
dnaA CDS,Sant_0077,forward,"82,866","84,272",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,275","85,375",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,403","86,497",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,516","88,930",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,448","90,290",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,465","91,166",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,163","92,056",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,043","92,664",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"92,990","94,153",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"94,818","95,966",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,086","97,386",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,752","99,714",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"99,886","100,221",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,526","100,939",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,047","101,503",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,688","102,966",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,234","104,235",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"104,744","105,741",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"105,892","106,359",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,599","107,513",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,523","109,592",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"109,748","110,482",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,077","113,005",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,104","114,258",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,234","114,867",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,055","115,672",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"115,802","116,639",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"116,823","117,427",hypothetical protein
yibF CDS,Sant_0105,forward,"117,992","118,635",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"118,743","120,341",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,355","121,638",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"121,819","122,829",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,049","123,975",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"123,972","124,991",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,330","125,929",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,165","126,521",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"126,728","128,289",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,286","128,682",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"128,720","129,243",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,407","130,006",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,331","131,546",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"131,640","132,303",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,359","132,817",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"132,950","133,382",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"133,606","135,331",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,415","135,491",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,515","136,859",Transcriptional activator
flhC CDS,Sant_0124,forward,"136,864","137,454",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,553","138,449",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,446","139,687",Chemotaxis protein
flhB CDS,Sant_0127,forward,"139,921","141,084",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,065","143,170",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,564","144,007",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,048","144,323",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,367","145,083",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,266","145,679",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"145,686","146,090",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,102","146,920",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"146,972","148,199",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,212","148,970",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"148,991","149,773",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"149,837","150,598",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"150,629","151,726",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"151,726","152,676",Flagellar protein
flgK CDS,Sant_0141,forward,"152,785","154,455",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"154,513","155,451",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"155,502","156,290",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,296","156,565",Flagellar biosynthetic protein
