Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,1,225,
gidA CDS,Sant_0001,forward,354,"2,246",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,264","2,884",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,535","3,917",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"3,926","4,744",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,794","5,036",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,094","5,564",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,579","6,112",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,125","7,666",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,717","8,581",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,614","9,996",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,017","10,439",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,724","12,100",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,250","14,082",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,253","15,448",hypothetical protein
pstS CDS,Sant_0015,forward,"15,624","16,664","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,711","17,670",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,670","18,563",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,602","19,378",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,393","20,130",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,474","21,157",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,065","22,499",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,513","23,406","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,642","24,409",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,424","24,906",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"24,903","26,102",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,160","26,933",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,076","29,281",hypothetical protein
proP CDS,Sant_0028,forward,"29,401","30,903",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,129","32,418",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,746","34,113",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,115","34,816",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,183","36,193",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,258","37,544",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,594","39,068",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,477","40,163","Transcriptional regulator, GntR family"
