Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
rep origin,,reverse,1,226,
gidA CDS,Sant_0001,forward,353,"2,244",TRNA uridine 5-carboxymethylaminomethyl modification enzyme
gidB CDS,Sant_0002,forward,"2,262","2,882",Ribosomal RNA small subunit methyltransferase G
atpI CDS,Sant_0003,forward,"3,520","3,901",F0F1 ATP synthase subunit I
atpB CDS,Sant_0004,forward,"3,910","4,728",F0F1 ATP synthase subunit A
atpE CDS,Sant_0005,forward,"4,778","5,017",F0F1 ATP synthase subunit C
atpF CDS,Sant_0006,forward,"5,077","5,547",F0F1 ATP synthase subunit B
atpH CDS,Sant_0007,forward,"5,564","6,097",F0F1 ATP synthase subunit delta
atpA CDS,Sant_0008,forward,"6,110","7,652",F0F1 ATP synthase subunit alpha
atpG CDS,Sant_0009,forward,"7,703","8,566",F0F1 ATP synthase subunit gamma
atpD CDS,Sant_0010,forward,"8,599","9,982",F0F1 ATP synthase subunit beta
atpC CDS,Sant_0011,forward,"10,003","10,425",F0F1 ATP synthase subunit epsilon
glmU CDS,Sant_0012,forward,"10,711","12,087",Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
glmS CDS,Sant_0013,forward,"12,238","14,070",Glucosamine-fructose-6-phosphate aminotransferase
hypothetical protein CDS,Sant_0014,forward,"14,240","15,433",hypothetical protein
pstS CDS,Sant_0015,forward,"15,609","16,649","Phosphate ABC transporter, periplasmic phosphate-binding protein"
pstC CDS,Sant_0016,forward,"16,696","17,655",Phosphate transporter permease subunit
pstA CDS,Sant_0017,forward,"17,655","18,548",Phosphate transporter permease subunit
pstB CDS,Sant_0018,forward,"18,587","19,363",Phosphate transporter ATP-binding protein
phoU CDS,Sant_0019,forward,"19,378","20,115",Phosphate uptake regulator
6-phosphogluconate phosphatase CDS,Sant_0020,reverse,"20,459","21,142",6-phosphogluconate phosphatase
N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component CDS,Sant_0021,reverse,"22,050","22,484",N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
agaE CDS,Sant_0022,reverse,"22,498","23,391","PTS system, N-acetylgalactosamine-specific IID component"
agaW CDS,Sant_0023,reverse,"23,627","24,394",PTS system N-acetylgalactosameine-specific IIC component
agaV CDS,Sant_0024,reverse,"24,409","24,891",N-acetylgalactosamine-specific enzyme IIB component of PTS
agaS1 CDS,Sant_0025,reverse,"24,888","26,087",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,145","26,918",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,061","29,266",hypothetical protein
proP CDS,Sant_0028,forward,"29,386","30,888",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,114","32,403",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,731","34,098",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,100","34,801",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,168","36,178",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,243","37,529",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,579","39,051",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,460","40,146","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,238","42,996",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,102","44,091","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,316","47,299",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,307","47,687",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,684","48,736",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"48,738","50,051",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,093","51,337",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,501","52,406",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,496","52,879","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,016","53,543",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,540","54,811",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,383","57,431",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,446","57,706","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"57,749","58,195","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,209","58,523","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,545","59,621","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,662","61,380",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,494","62,354","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,461","62,868",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"62,958","64,208",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,242","65,051",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,044","65,814",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"65,816","66,697",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"66,834","67,508",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"67,744","68,307",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,300","68,941",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"68,960","69,961",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"69,942","70,607","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,632","71,771",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"71,783","72,613",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,610","73,347",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,350","73,847",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"73,840","74,262",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,290","75,096",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,200","77,836",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,254","79,618",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"79,720","81,363",Membrane protein
yidD CDS,Sant_0073,reverse,"81,366","81,624",membrane protein
rnpA CDS,Sant_0074,reverse,"81,588","81,947",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"81,965","82,110",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,375","82,531",hypothetical protein
dnaA CDS,Sant_0077,forward,"82,749","84,149",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,152","85,259",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,288","86,390",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,409","88,823",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,341","90,188",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,363","91,061",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,058","91,951",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"91,938","92,558",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"92,884","94,047",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"94,712","95,860",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"95,980","97,276",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,642","99,594",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"99,766","100,092",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,399","100,812",Heat shock protein A
ibpB CDS,Sant_0091,forward,"100,917","101,372",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,554","102,810",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,080","104,081",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"104,602","105,594",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"105,745","106,212",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,456","107,370",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,380","109,449",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"109,605","110,330",Lipoprotein
mtlA CDS,Sant_0099,forward,"110,925","112,851",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"112,950","114,098",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,076","114,705",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"114,891","115,508",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"115,640","116,467",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"116,649","117,251",hypothetical protein
yibF CDS,Sant_0105,forward,"117,816","118,458",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"118,566","120,164",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,178","121,461",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"121,642","122,652",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"122,872","123,798",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"123,795","124,814",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,153","125,752",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"125,988","126,344",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"126,551","128,110",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,107","128,499",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"128,536","129,054",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,218","129,817",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,142","131,350",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"131,444","132,106",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,162","132,620",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"132,753","133,184",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"133,408","135,111",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,193","135,269",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,294","136,638",Transcriptional activator
flhC CDS,Sant_0124,forward,"136,643","137,233",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,332","138,228",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,225","139,466",Chemotaxis protein
flhB CDS,Sant_0127,forward,"139,700","140,863",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"140,844","142,944",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,338","143,781",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"143,820","144,095",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,139","144,855",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,038","145,451",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"145,458","145,862",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"145,874","146,692",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"146,744","147,970",Flagellar hook protein
flgF CDS,Sant_0136,forward,"147,983","148,741",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"148,762","149,544",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"149,608","150,370",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"150,401","151,498",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"151,498","152,448",Flagellar protein
flgK CDS,Sant_0141,forward,"152,557","154,227",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"154,285","155,223",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"155,274","156,062",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,068","156,337",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"156,356","157,153",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"157,156","157,530",Flagellar protein
fliN CDS,Sant_0147,reverse,"157,531","157,935",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"157,928","158,950",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"158,947","159,435",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"159,568","160,815",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"160,812","161,261",Flagellar protein
fliI CDS,Sant_0152,reverse,"161,272","162,648",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"162,620","163,333",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"163,326","164,315",Flagellar motor switch protein
